0 0;0 1
123457284 12341450;123457285 12341450
123456819 12341325;123456820 12341325
123457022 12341396;123457022 12341395
123457288 12341308;123457288 12341309
123457234 12341474;123457235 12341474
123457142 12341262;123457142 12341263
123456942 12341280;123456941 12341280
123457177 12341313;123457177 12341312
123457193 12341251;123457192 12341251
123456890 12341366;123456891 12341366
123456964 12341482;123456963 12341482
123457262 12341438;123457261 12341438
123457107 12341315;123457108 12341315
123457027 12341333;123457026 12341333
123456869 12341419;123456869 12341420
123457140 12341284;123457141 12341284
123457156 12341460;123457157 12341460
123457220 12341426;123457219 12341426
123456804 12341284;123456805 12341284
123456806 12341342;123456805 12341342
123457087 12341471;123457088 12341471
123457277 12341297;123457277 12341298
123457050 12341452;123457049 12341452
123457018 12341294;123457017 12341294
123457235 12341299;123457236 12341299
123456992 12341358;123456993 12341358
123457009 12341259;123457009 12341258
123456928 12341392;123456928 12341391
123457152 12341390;123457151 12341390
123457120 12341396;123457119 12341396
123457039 12341307;123457038 12341307
123457058 12341278;123457059 12341278
123457126 12341284;123457125 12341284
123456863 12341313;123456862 12341313
123457096 12341472;123457097 12341472
123457008 12341342;123457009 12341342
123457022 12341472;123457022 12341471
123457093 12341419;123457094 12341419
123456798 12341238;123456798 12341239
123456795 12341305;123456794 12341305
123457008 12341236;123457009 12341236
123456984 12341426;123456984 12341427
123457087 12341429;123457086 12341429
123456871 12341275;123456870 12341275
123457183 12341265;123457184 12341265
123456912 12341412;123456913 12341412
123457199 12341305;123457200 12341305
123456943 12341261;123456942 12341261
123456810 12341444;123456811 12341444
123457188 12341378;123457187 12341378
123457135 12341321;123457136 12341321
123457133 12341447;123457132 12341447
123456872 12341234;123456873 12341234
123456971 12341257;123456972 12341257
123456966 12341286;123456966 12341285
123457235 12341473;123457236 12341473
123457286 12341352;123457287 12341352
123457085 12341481;123457086 12341481
123457167 12341393;123457167 12341394
123456816 12341452;123456817 12341452
123457107 12341465;123457106 12341465
123457184 12341450;123457185 12341450
123457034 12341352;123457034 12341353
123457008 12341418;123457009 12341418
123457264 12341402;123457264 12341401
123457236 12341418;123457236 12341419
123457202 12341286;123457202 12341285
123456834 12341354;123456833 12341354
123457130 12341290;123457131 12341290
123457031 12341277;123457031 12341276
123456998 12341410;123456999 12341410
123456974 12341300;123456975 12341300
123457270 12341472;123457270 12341473
123456871 12341317;123456872 12341317
123457228 12341328;123457227 12341328
123456807 12341371;123456808 12341371
123457189 12341445;123457188 12341445
123457186 12341388;123457185 12341388
123456959 12341371;123456960 12341371
123457167 12341309;123457167 12341310
123457168 12341368;123457169 12341368
123457046 12341418;123457046 12341417
123457159 12341443;123457160 12341443
123457273 12341425;123457274 12341425
123456981 12341407;123456980 12341407
123456976 12341450;123456975 12341450
123456986 12341312;123456987 12341312
123457190 12341442;123457189 12341442
123457210 12341260;123457210 12341259
123457045 12341401;123457044 12341401
123457086 12341298;123457085 12341298
123456886 12341344;123456886 12341345
123456867 12341277;123456866 12341277
123456830 12341286;123456829 12341286
123456805 12341373;123456806 12341373
123456872 12341302;123456872 12341303
123456956 12341272;123456955 12341272
123456875 12341269;123456876 12341269
123457174 12341308;123457173 12341308
123456960 12341480;123456961 12341480
123457247 12341287;123457246 12341287
123457236 12341474;123457237 12341474
123457006 12341466;123457007 12341466
123456937 12341427;123456936 12341427
123457264 12341236;123457265 12341236
123456989 12341275;123456989 12341276
123456942 12341248;123456941 12341248
123457103 12341483;123457104 12341483
123457241 12341291;123457242 12341291
123457286 12341368;123457287 12341368
123457038 12341296;123457038 12341295
123457065 12341345;123457065 12341346
123457136 12341370;123457136 12341369
123457186 12341296;123457185 12341296
123457195 12341369;123457196 12341369
123457035 12341401;123457034 12341401
123457170 12341262;123457169 12341262
123457098 12341322;123457097 12341322
123456911 12341417;123456911 12341416
123457110 12341296;123457109 12341296
123456906 12341296;123456907 12341296
123456838 12341410;123456837 12341410
123456873 12341305;123456872 12341305
123456832 12341408;123456833 12341408
123456970 12341438;123456971 12341438
123457242 12341438;123457241 12341438
123457180 12341290;123457181 12341290
123457259 12341413;123457258 12341413
123457047 12341465;123457048 12341465
123457261 12341437;123457262 12341437
123457243 12341407;123457244 12341407
123457024 12341248;123457025 12341248
123457194 12341464;123457195 12341464
123457275 12341471;123457274 12341471
123457183 12341461;123457182 12341461
123457179 12341367;123457179 12341368
123457210 12341454;123457209 12341454
123456899 12341353;123456900 12341353
123457033 12341441;123457032 12341441
123457193 12341455;123457193 12341454
123457131 12341347;123457132 12341347
123457168 12341430;123457167 12341430
123457108 12341322;123457109 12341322
123456859 12341433;123456858 12341433
123457253 12341461;123457254 12341461
123457044 12341398;123457045 12341398
123457073 12341431;123457074 12341431
123457208 12341262;123457207 12341262
123456821 12341263;123456821 12341262
123457015 12341329;123457014 12341329
123457006 12341340;123457005 12341340
123457197 12341235;123457198 12341235
123457114 12341258;123457114 12341257
123457036 12341364;123457037 12341364
123456856 12341378;123456856 12341377
123456996 12341398;123456995 12341398
123456963 12341413;123456964 12341413
123456930 12341256;123456930 12341255
123456814 12341436;123456814 12341437
123457146 12341384;123457147 12341384
123457003 12341289;123457003 12341290
123457228 12341320;123457227 12341320
123456930 12341282;123456931 12341282
123457267 12341339;123457268 12341339
123457247 12341315;123457248 12341315
123457232 12341282;123457233 12341282
123457015 12341261;123457015 12341262
123456879 12341403;123456879 12341402
123457258 12341354;123457258 12341353
123457242 12341474;123457242 12341473
123456950 12341370;123456951 12341370
123457261 12341413;123457262 12341413
123456924 12341444;123456925 12341444
123457191 12341391;123457190 12341391
123457104 12341352;123457105 12341352
123457023 12341355;123457023 12341354
123457082 12341252;123457082 12341251
123456863 12341381;123456862 12341381
123457069 12341479;123457070 12341479
123456888 12341432;123456887 12341432
123457088 12341326;123457089 12341326
123457092 12341256;123457092 12341257
123456817 12341435;123456818 12341435
123456813 12341267;123456814 12341267
123457071 12341435;123457071 12341436
123456898 12341478;123456899 12341478
123456795 12341259;123456794 12341259
123456978 12341396;123456979 12341396
123456915 12341373;123456914 12341373
123456795 12341351;123456794 12341351
123457259 12341483;123457258 12341483
123456823 12341455;123456822 12341455
123456974 12341248;123456974 12341247
123457102 12341240;123457102 12341239
123457277 12341471;123457278 12341471
123457288 12341440;123457287 12341440
123456850 12341470;123456849 12341470
123457058 12341318;123457059 12341318
123456982 12341280;123456983 12341280
123457199 12341341;123457198 12341341
123456955 12341241;123456955 12341240
123457008 12341314;123457008 12341315
123457197 12341255;123457198 12341255
123457223 12341407;123457224 12341407
123457068 12341434;123457068 12341433
123457044 12341396;123457043 12341396
123456850 12341426;123456850 12341425
123457287 12341439;123457287 12341438
123457257 12341355;123457257 12341354
123456986 12341482;123456985 12341482
123456810 12341450;123456809 12341450
123456932 12341258;123456931 12341258
123457158 12341416;123457159 12341416
123456799 12341313;123456799 12341312
123456831 12341287;123456831 12341286
123456935 12341397;123456934 12341397
123456997 12341437;123456996 12341437
123457264 12341284;123457264 12341283
123457046 12341282;123457047 12341282
123457104 12341292;123457104 12341293
123457078 12341428;123457077 12341428
123457198 12341392;123457198 12341391
123457122 12341382;123457122 12341383
123457058 12341304;123457057 12341304
123457220 12341326;123457219 12341326
123457114 12341464;123457115 12341464
123457094 12341284;123457093 12341284
123457279 12341245;123457278 12341245
123457033 12341237;123457034 12341237
123456854 12341362;123456854 12341363
123457107 12341457;123457106 12341457
123457193 12341469;123457194 12341469
123457197 12341465;123457197 12341464
123457000 12341436;123457001 12341436
123456848 12341358;123456848 12341357
123456892 12341250;123456891 12341250
123457045 12341409;123457045 12341408
123456989 12341425;123456990 12341425
123457045 12341465;123457046 12341465
123456965 12341237;123456966 12341237
123457228 12341290;123457229 12341290
123457142 12341414;123457141 12341414
123457283 12341393;123457284 12341393
123456929 12341405;123456928 12341405
123456850 12341380;123456851 12341380
123457159 12341297;123457160 12341297
123457095 12341325;123457094 12341325
123457036 12341310;123457037 12341310
123457282 12341320;123457281 12341320
123456876 12341302;123456876 12341301
123457190 12341460;123457191 12341460
123457003 12341379;123457002 12341379
123456883 12341259;123456882 12341259
123456856 12341418;123456856 12341417
123457202 12341260;123457201 12341260
123456940 12341262;123456939 12341262
123457100 12341380;123457099 12341380
123456955 12341303;123456954 12341303
123457045 12341399;123457045 12341400
123456789 12341351;123456790 12341351
123457080 12341256;123457081 12341256
123457059 12341367;123457060 12341367
123456875 12341421;123456875 12341422
123457095 12341253;123457095 12341254
123457227 12341413;123457227 12341412
123457122 12341288;123457122 12341289
123457090 12341454;123457089 12341454
123457256 12341402;123457257 12341402
123456971 12341421;123456971 12341422
123457025 12341483;123457026 12341483
123457125 12341431;123457126 12341431
123456901 12341235;123456902 12341235
123456851 12341289;123456852 12341289
123456896 12341420;123456896 12341419
123456933 12341313;123456932 12341313
123456910 12341376;123456911 12341376
123456799 12341465;123456800 12341465
123457145 12341371;123457144 12341371
123456960 12341398;123456960 12341397
123457066 12341276;123457066 12341277
123456983 12341299;123456983 12341298
123456963 12341327;123456962 12341327
123457204 12341368;123457203 12341368
123456898 12341292;123456897 12341292
123457202 12341378;123457201 12341378
123457103 12341291;123457103 12341290
123456921 12341255;123456921 12341254
123457120 12341400;123457121 12341400
123457024 12341260;123457024 12341259
123456858 12341320;123456857 12341320
123457087 12341293;123457088 12341293
123456937 12341323;123456936 12341323
123457175 12341437;123457174 12341437
123457282 12341446;123457281 12341446
123457228 12341384;123457227 12341384
123456877 12341285;123456876 12341285
123457131 12341381;123457130 12341381
123456866 12341462;123456865 12341462
123457203 12341301;123457204 12341301
123457164 12341438;123457163 12341438
123457164 12341278;123457163 12341278
123457281 12341305;123457280 12341305
123456955 12341413;123456954 12341413
123457032 12341402;123457033 12341402
123457277 12341267;123457278 12341267
123456938 12341256;123456939 12341256
123457183 12341257;123457184 12341257
123457110 12341476;123457109 12341476
123456829 12341395;123456829 12341396
123456910 12341318;123456910 12341317
123456908 12341330;123456908 12341331
123456920 12341284;123456919 12341284
123457217 12341305;123457218 12341305
123457071 12341447;123457071 12341448
123456850 12341448;123456851 12341448
123456861 12341419;123456860 12341419
123457087 12341445;123457088 12341445
123456952 12341420;123456951 12341420
123456846 12341326;123456845 12341326
123457139 12341367;123457140 12341367
123457131 12341281;123457132 12341281
123457225 12341397;123457226 12341397
123456944 12341360;123456944 12341359
123457206 12341234;123457207 12341234
123457146 12341350;123457146 12341349
123457017 12341471;123457016 12341471
123457124 12341360;123457124 12341359
123457096 12341268;123457096 12341267
123456991 12341395;123456990 12341395
123457219 12341377;123457218 12341377
123456965 12341247;123456966 12341247
123456878 12341366;123456878 12341367
123457275 12341245;123457275 12341246
123457196 12341282;123457196 12341283
123457171 12341401;123457171 12341402
123457191 12341365;123457191 12341364
123456886 12341310;123456887 12341310
123456796 12341258;123456796 12341257
123457204 12341382;123457203 12341382
123456864 12341310;123456865 12341310
123457004 12341460;123457004 12341461
123456812 12341324;123456813 12341324
123457275 12341349;123457276 12341349
123456790 12341376;123456789 12341376
123457011 12341329;123457011 12341330
123456997 12341369;123456998 12341369
123456966 12341248;123456965 12341248
123456838 12341276;123456837 12341276
123457202 12341246;123457201 12341246
123457200 12341420;123457199 12341420
123457231 12341421;123457230 12341421
123457101 12341273;123457100 12341273
123457116 12341378;123457117 12341378
123457148 12341456;123457149 12341456
123457154 12341394;123457155 12341394
123457081 12341439;123457081 12341438
123456867 12341407;123456868 12341407
123457039 12341333;123457039 12341334
123456861 12341383;123456860 12341383
123456942 12341364;123456943 12341364
123457020 12341476;123457021 12341476
123457102 12341366;123457101 12341366
123457112 12341378;123457113 12341378
123457236 12341274;123457235 12341274
123457181 12341263;123457180 12341263
123457071 12341317;123457071 12341318
123457086 12341374;123457087 12341374
123457127 12341285;123457126 12341285
123457180 12341332;123457179 12341332
123457022 12341270;123457021 12341270
123456910 12341328;123456911 12341328
123457266 12341428;123457265 12341428
123457120 12341372;123457120 12341371
123456910 12341368;123456911 12341368
123457018 12341346;123457019 12341346
123457182 12341280;123457183 12341280
123457190 12341472;123457191 12341472
123456885 12341241;123456884 12341241
123457138 12341372;123457139 12341372
123457131 12341277;123457131 12341276
123456842 12341240;123456843 12341240
123457203 12341431;123457202 12341431
123457149 12341421;123457148 12341421
123456851 12341467;123456852 12341467
123457107 12341431;123457106 12341431
123457180 12341366;123457179 12341366
123457159 12341311;123457158 12341311
123457107 12341435;123457107 12341436
123456998 12341248;123456999 12341248
123456857 12341369;123456858 12341369
123457237 12341237;123457237 12341238
123456811 12341413;123456811 12341412
123457124 12341262;123457124 12341261
123457104 12341326;123457105 12341326
123457057 12341481;123457056 12341481
123457232 12341396;123457232 12341397
123457009 12341433;123457008 12341433
123457055 12341457;123457054 12341457
123457238 12341308;123457237 12341308
123456814 12341264;123456813 12341264
123456977 12341435;123456977 12341434
123456852 12341428;123456852 12341429
123456920 12341272;123456919 12341272
123456855 12341277;123456856 12341277
123457107 12341461;123457108 12341461
123457162 12341290;123457163 12341290
123457106 12341286;123457107 12341286
123457173 12341315;123457172 12341315
123457004 12341314;123457004 12341315
123457098 12341368;123457097 12341368
123456954 12341410;123456953 12341410
123456986 12341404;123456987 12341404
123456883 12341393;123456884 12341393
123456939 12341463;123456938 12341463
123457177 12341467;123457176 12341467
123457008 12341416;123457008 12341417
123456876 12341242;123456877 12341242
123456876 12341350;123456877 12341350
123457256 12341456;123457255 12341456
123457196 12341428;123457197 12341428
123457107 12341297;123457107 12341298
123456827 12341409;123456828 12341409
123456838 12341314;123456837 12341314
123457095 12341379;123457095 12341380
123457135 12341445;123457136 12341445
123457123 12341331;123457124 12341331
123457194 12341392;123457193 12341392
123456905 12341363;123456905 12341362
123456902 12341256;123456901 12341256
123457226 12341336;123457225 12341336
123457083 12341453;123457084 12341453
123457172 12341462;123457172 12341461
123457173 12341379;123457172 12341379
123457143 12341469;123457143 12341468
123457253 12341381;123457254 12341381
123457191 12341319;123457190 12341319
123456861 12341379;123456861 12341380
123456923 12341261;123456922 12341261
123456794 12341424;123456794 12341425
123457017 12341337;123457017 12341336
123457098 12341370;123457097 12341370
123457252 12341326;123457253 12341326
123457127 12341367;123457126 12341367
123457036 12341332;123457037 12341332
123457094 12341296;123457095 12341296
123457024 12341362;123457024 12341361
123457119 12341235;123457118 12341235
123457158 12341258;123457157 12341258
123456903 12341309;123456904 12341309
123457280 12341430;123457280 12341431
123457186 12341424;123457187 12341424
123457071 12341397;123457072 12341397
123456845 12341429;123456846 12341429
123457096 12341314;123457096 12341313
123456855 12341317;123456856 12341317
123456856 12341292;123456857 12341292
123457236 12341482;123457235 12341482
123457213 12341377;123457212 12341377
123456993 12341321;123456994 12341321
123457258 12341468;123457259 12341468
123456894 12341338;123456895 12341338
123457071 12341269;123457070 12341269
123456817 12341289;123456818 12341289
123456804 12341294;123456805 12341294
123457182 12341424;123457183 12341424
123457082 12341384;123457082 12341383
123456937 12341271;123456936 12341271
123457276 12341334;123457277 12341334
123457086 12341250;123457086 12341249
123456893 12341479;123456894 12341479
123457110 12341416;123457110 12341417
123457107 12341327;123457107 12341326
123456792 12341346;123456792 12341347
123457147 12341419;123457148 12341419
123456915 12341325;123456915 12341324
123457115 12341257;123457115 12341256
123456940 12341250;123456940 12341249
123456954 12341402;123456955 12341402
123457047 12341241;123457046 12341241
123457089 12341303;123457090 12341303
123457207 12341241;123457207 12341240
123456970 12341434;123456969 12341434
123457029 12341477;123457029 12341478
123457258 12341420;123457257 12341420
123457006 12341364;123457007 12341364
123456853 12341341;123456852 12341341
123457096 12341432;123457095 12341432
123457053 12341367;123457052 12341367
123457094 12341340;123457094 12341339
123456950 12341394;123456949 12341394
123457011 12341409;123457010 12341409
123457014 12341406;123457015 12341406
123457189 12341313;123457190 12341313
123456945 12341247;123456945 12341248
123457253 12341331;123457252 12341331
123457275 12341377;123457275 12341378
123456799 12341443;123456799 12341442
123456894 12341248;123456895 12341248
123456843 12341427;123456844 12341427
123457162 12341330;123457163 12341330
123457270 12341250;123457269 12341250
123456915 12341249;123456915 12341248
123456897 12341277;123456896 12341277
123457116 12341244;123457116 12341245
123457197 12341439;123457198 12341439
123457128 12341274;123457127 12341274
123457125 12341389;123457126 12341389
123457031 12341305;123457032 12341305
123456972 12341316;123456972 12341315
123457072 12341250;123457073 12341250
123456868 12341258;123456869 12341258
123456798 12341258;123456797 12341258
123457088 12341480;123457088 12341479
123457241 12341463;123457240 12341463
123457059 12341309;123457060 12341309
123456839 12341477;123456840 12341477
123457117 12341313;123457117 12341312
123456947 12341341;123456946 12341341
123457012 12341280;123457013 12341280
123456977 12341261;123456978 12341261
123457183 12341337;123457183 12341338
123456990 12341440;123456989 12341440
123457279 12341387;123457279 12341388
123457287 12341323;123457286 12341323
123457166 12341462;123457167 12341462
123457124 12341410;123457123 12341410
123456805 12341255;123456806 12341255
123457122 12341432;123457123 12341432
123456915 12341333;123456915 12341334
123456817 12341377;123456818 12341377
123457144 12341276;123457143 12341276
123456897 12341245;123456896 12341245
123456881 12341321;123456880 12341321
123456941 12341269;123456941 12341270
123457250 12341462;123457249 12341462
123456937 12341455;123456937 12341456
123457215 12341369;123457214 12341369
123456908 12341264;123456909 12341264
123457087 12341335;123457088 12341335
123457184 12341470;123457184 12341469
123457103 12341367;123457104 12341367
123456969 12341431;123456969 12341432
123457068 12341356;123457069 12341356
123457244 12341448;123457244 12341447
123457228 12341392;123457228 12341391
123457151 12341285;123457150 12341285
123456853 12341453;123456854 12341453
123457251 12341443;123457252 12341443
123456945 12341483;123456946 12341483
123456979 12341387;123456979 12341388
123456801 12341273;123456800 12341273
123456789 12341301;123456790 12341301
123456972 12341300;123456973 12341300
123456806 12341466;123456805 12341466
123456834 12341436;123456834 12341437
123456916 12341394;123456915 12341394
123456967 12341265;123456968 12341265
123457061 12341465;123457060 12341465
123457050 12341276;123457051 12341276
123457258 12341388;123457259 12341388
123456963 12341437;123456964 12341437
123457135 12341439;123457134 12341439
123457180 12341412;123457180 12341413
123457037 12341371;123457037 12341370
123457257 12341273;123457256 12341273
123457008 12341370;123457009 12341370
123457002 12341434;123457003 12341434
123456986 12341474;123456985 12341474
123457190 12341286;123457190 12341285
123457115 12341357;123457115 12341356
123456954 12341286;123456953 12341286
123457012 12341254;123457013 12341254
123457069 12341333;123457070 12341333
123457151 12341479;123457152 12341479
123457041 12341307;123457041 12341306
123457088 12341242;123457088 12341241
123457068 12341236;123457069 12341236
123456947 12341409;123456948 12341409
123456996 12341404;123456995 12341404
123457201 12341281;123457200 12341281
123456878 12341430;123456879 12341430
123457071 12341403;123457070 12341403
123457195 12341389;123457194 12341389
123456934 12341478;123456935 12341478
123457072 12341378;123457071 12341378
123457151 12341375;123457152 12341375
123457207 12341271;123457207 12341270
123456796 12341410;123456795 12341410
123457224 12341458;123457223 12341458
123456861 12341415;123456861 12341416
123457035 12341281;123457036 12341281
123457033 12341403;123457032 12341403
123457249 12341459;123457248 12341459
123456925 12341303;123456926 12341303
123457012 12341334;123457013 12341334
123457248 12341402;123457248 12341401
123457090 12341458;123457090 12341459
123457054 12341238;123457053 12341238
123457257 12341445;123457257 12341444
123457021 12341371;123457022 12341371
123456868 12341396;123456868 12341395
123456987 12341441;123456987 12341440
123457272 12341298;123457273 12341298
123457254 12341384;123457255 12341384
123457080 12341408;123457080 12341409
123457151 12341449;123457152 12341449
123457247 12341385;123457247 12341384
123457206 12341430;123457206 12341429
123457084 12341336;123457083 12341336
123456871 12341445;123456872 12341445
123457284 12341266;123457285 12341266
123456789 12341437;123456790 12341437
123457045 12341385;123457045 12341386
123457164 12341422;123457165 12341422
123457122 12341444;123457123 12341444
123457024 12341476;123457025 12341476
123456926 12341244;123456926 12341245
123457003 12341435;123457002 12341435
123457032 12341412;123457031 12341412
123456923 12341265;123456922 12341265
123456877 12341409;123456877 12341410
123457176 12341440;123457175 12341440
123457129 12341399;123457129 12341400
123456875 12341365;123456876 12341365
123457080 12341260;123457080 12341259
123457223 12341391;123457224 12341391
123456958 12341286;123456957 12341286
123456898 12341280;123456898 12341281
123457276 12341462;123457277 12341462
123457154 12341462;123457155 12341462
123457026 12341476;123457026 12341477
123457143 12341345;123457142 12341345
123456906 12341416;123456905 12341416
123456862 12341264;123456862 12341263
123456861 12341313;123456861 12341312
123457022 12341402;123457023 12341402
123456988 12341286;123456989 12341286
123457087 12341337;123457086 12341337
123457222 12341426;123457221 12341426
123457182 12341360;123457181 12341360
123456913 12341423;123456912 12341423
123456984 12341428;123456983 12341428
123457016 12341312;123457015 12341312
123457248 12341344;123457249 12341344
123457267 12341267;123457266 12341267
123457214 12341336;123457213 12341336
123457179 12341483;123457180 12341483
123457134 12341312;123457133 12341312
123457211 12341293;123457212 12341293
123457181 12341351;123457181 12341352
123456802 12341312;123456801 12341312
123457099 12341323;123457098 12341323
123456983 12341353;123456983 12341352
123456809 12341299;123456809 12341298
123457043 12341351;123457042 12341351
123457146 12341288;123457147 12341288
123456903 12341435;123456904 12341435
123457096 12341308;123457096 12341309
123456889 12341393;123456889 12341394
123456925 12341377;123456925 12341376
123457284 12341420;123457284 12341421
123457007 12341367;123457006 12341367
123457208 12341410;123457209 12341410
123456801 12341397;123456801 12341398
123457281 12341285;123457281 12341286
123457175 12341327;123457174 12341327
123457250 12341444;123457250 12341445
123457107 12341481;123457107 12341480
123456898 12341406;123456898 12341407
123456920 12341260;123456921 12341260
123457059 12341457;123457060 12341457
123457275 12341443;123457274 12341443
123457150 12341268;123457150 12341269
123456882 12341454;123456883 12341454
123457283 12341413;123457282 12341413
123457180 12341358;123457179 12341358
123456951 12341381;123456950 12341381
123457152 12341456;123457153 12341456
123456851 12341413;123456852 12341413
123456838 12341426;123456839 12341426
123457044 12341442;123457043 12341442
123457282 12341426;123457281 12341426
123457080 12341248;123457081 12341248
123456990 12341346;123456989 12341346
123457025 12341441;123457025 12341442
123456972 12341324;123456972 12341323
123457099 12341441;123457099 12341442
123457194 12341468;123457194 12341467
123457021 12341337;123457020 12341337
123456820 12341326;123456820 12341327
123457047 12341333;123457046 12341333
123456871 12341279;123456870 12341279
123456852 12341250;123456851 12341250
123456886 12341326;123456887 12341326
123456818 12341414;123456818 12341415
123456966 12341406;123456966 12341407
123457091 12341433;123457091 12341432
123457161 12341243;123457161 12341242
123457146 12341238;123457147 12341238
123457137 12341235;123457136 12341235
123457168 12341392;123457167 12341392
123457200 12341306;123457201 12341306
123457177 12341341;123457177 12341340
123456925 12341389;123456924 12341389
123457191 12341287;123457192 12341287
123456988 12341466;123456989 12341466
123456830 12341350;123456830 12341349
123457082 12341426;123457081 12341426
123457135 12341381;123457136 12341381
123457262 12341286;123457261 12341286
123457019 12341243;123457018 12341243
123457207 12341439;123457206 12341439
123456959 12341311;123456958 12341311
123457194 12341318;123457193 12341318
123457053 12341267;123457054 12341267
123457284 12341440;123457285 12341440
123456932 12341412;123456931 12341412
123457104 12341358;123457104 12341359
123457035 12341239;123457034 12341239
123456842 12341258;123456843 12341258
123457027 12341423;123457026 12341423
123457108 12341372;123457109 12341372
123456801 12341417;123456800 12341417
123457116 12341348;123457117 12341348
123457287 12341349;123457287 12341348
123456856 12341414;123456857 12341414
123457116 12341428;123457115 12341428
123456929 12341407;123456929 12341406
123456961 12341331;123456962 12341331
123457169 12341261;123457170 12341261
123457214 12341382;123457215 12341382
123456965 12341409;123456966 12341409
123457153 12341441;123457153 12341442
123456989 12341477;123456990 12341477
123457025 12341295;123457025 12341296
123457057 12341333;123457057 12341334
123456958 12341352;123456958 12341353
123456927 12341329;123456926 12341329
123456803 12341407;123456802 12341407
123457241 12341315;123457242 12341315
123457135 12341285;123457135 12341286
123457189 12341285;123457188 12341285
123456889 12341399;123456890 12341399
123457194 12341474;123457193 12341474
123456941 12341469;123456941 12341468
123457121 12341323;123457122 12341323
123456997 12341389;123456998 12341389
123456978 12341452;123456979 12341452
123456995 12341273;123456994 12341273
123457229 12341351;123457230 12341351
123457113 12341237;123457114 12341237
123457214 12341278;123457215 12341278
123456822 12341432;123456821 12341432
123456795 12341269;123456796 12341269
123457252 12341244;123457252 12341243
123457106 12341310;123457106 12341311
123456837 12341429;123456837 12341428
123456937 12341367;123456936 12341367
123456872 12341428;123456873 12341428
123457043 12341269;123457044 12341269
123457032 12341316;123457033 12341316
123456869 12341351;123456870 12341351
123456810 12341340;123456810 12341339
123457174 12341396;123457174 12341395
123457172 12341248;123457172 12341249
123457024 12341402;123457024 12341401
123456969 12341257;123456970 12341257
123457136 12341458;123457137 12341458
123457020 12341438;123457019 12341438
123457265 12341265;123457265 12341266
123456890 12341318;123456889 12341318
123457131 12341351;123457130 12341351
123457232 12341304;123457232 12341305
123457153 12341477;123457153 12341476
123457129 12341373;123457128 12341373
123457061 12341409;123457060 12341409
123456954 12341356;123456954 12341355
123456867 12341291;123456868 12341291
123457223 12341245;123457224 12341245
123457091 12341279;123457091 12341278
123457264 12341296;123457265 12341296
123457254 12341348;123457255 12341348
123457264 12341458;123457263 12341458
123457002 12341380;123457001 12341380
123456940 12341312;123456939 12341312
123456794 12341440;123456793 12341440
123457138 12341454;123457137 12341454
123457275 12341417;123457275 12341416
123456926 12341302;123456927 12341302
123456894 12341310;123456895 12341310
123457128 12341356;123457128 12341355
123456960 12341352;123456961 12341352
123457279 12341417;123457278 12341417
123456861 12341339;123456860 12341339
123456997 12341263;123456996 12341263
123457182 12341382;123457182 12341383
123456801 12341255;123456802 12341255
123457114 12341474;123457115 12341474
123456942 12341384;123456943 12341384
123457063 12341477;123457062 12341477
123457256 12341430;123457256 12341429
123457250 12341242;123457251 12341242
123457267 12341457;123457266 12341457
123456919 12341237;123456919 12341238
123456906 12341270;123456907 12341270
123456835 12341443;123456835 12341442
123457143 12341359;123457142 12341359
123456843 12341243;123456843 12341242
123456890 12341240;123456891 12341240
123456933 12341433;123456932 12341433
123457047 12341437;123457047 12341436
123457011 12341303;123457010 12341303
123456908 12341252;123456909 12341252
123456840 12341434;123456841 12341434
123457138 12341242;123457137 12341242
123457138 12341334;123457137 12341334
123457146 12341302;123457145 12341302
123457250 12341300;123457249 12341300
123457096 12341436;123457095 12341436
123456802 12341234;123456803 12341234
123457214 12341406;123457213 12341406
123457044 12341372;123457044 12341373
123456849 12341253;123456850 12341253
123456829 12341417;123456830 12341417
123457243 12341341;123457242 12341341
123457014 12341246;123457013 12341246
123456990 12341472;123456989 12341472
123456850 12341390;123456849 12341390
123457258 12341386;123457258 12341387
123457038 12341354;123457037 12341354
123456793 12341325;123456794 12341325
123457082 12341354;123457081 12341354
123457084 12341458;123457083 12341458
123457179 12341309;123457179 12341308
123456912 12341454;123456912 12341455
123456847 12341403;123456847 12341402
123457037 12341441;123457038 12341441
123456985 12341417;123456986 12341417
123457197 12341481;123457197 12341480
123457054 12341276;123457053 12341276
123456852 12341294;123456853 12341294
123457081 12341289;123457081 12341288
123457202 12341422;123457202 12341423
123457212 12341302;123457212 12341301
123457104 12341430;123457103 12341430
123456863 12341329;123456862 12341329
123456884 12341338;123456883 12341338
123456929 12341307;123456929 12341308
123457260 12341402;123457261 12341402
123457257 12341267;123457258 12341267
123457062 12341270;123457062 12341271
123456948 12341326;123456947 12341326
123457233 12341249;123457233 12341248
123457011 12341455;123457011 12341454
123457021 12341319;123457020 12341319
123457075 12341351;123457075 12341352
123457058 12341334;123457058 12341335
123457269 12341243;123457270 12341243
123457247 12341313;123457247 12341314
123457266 12341380;123457266 12341379
123456818 12341290;123456818 12341291
123456792 12341312;123456791 12341312
123457002 12341318;123457002 12341317
123456951 12341335;123456950 12341335
123456808 12341368;123456809 12341368
123456985 12341481;123456984 12341481
123456946 12341434;123456947 12341434
123457105 12341281;123457106 12341281
123457166 12341404;123457167 12341404
123456909 12341375;123456908 12341375
123457138 12341330;123457137 12341330
123456796 12341262;123456796 12341261
123456841 12341239;123456841 12341238
123456964 12341304;123456963 12341304
